,ENSG00000123096,ENSG00000131095,ENSG00000048649,ENSG00000078549,ENSG00000206172,ENSG00000244734,ENSG00000121966,ENSG00000155980,ENSG00000127914,ENSG00000170275,ENSG00000188536,ENSG00000038427,ENSG00000078114,ENSG00000104324,ENSG00000157833,ENSG00000146005,ENSG00000225465,ENSG00000117592,ENSG00000168280,ENSG00000120063,ENSG00000124749,ENSG00000152661,ENSG00000089169,ENSG00000111328,ENSG00000141279,ENSG00000152990,ENSG00000092820,ENSG00000152518,ENSG00000104361,ENSG00000147027,ENSG00000196739,ENSG00000087263,ENSG00000185650,ENSG00000119729,ENSG00000108932,ENSG00000107562,ENSG00000124942
BM_22_90,3.74270747,12.12267239,7.415369436,7.796464143,2.868492653,8.066569244,2.08840349,10.85355877,8.417141476,5.410581309,2.462225325,7.787155652,8.675623355,4.494907465,4.988090332,6.745010174,6.710144916,6.600770768,10.0093088,6.488079902,3.721952039,8.513573365,6.934957569,4.76842151,6.926667106,5.985995882,6.547862709,4.264304846,6.039356785,6.382859445,3.921495034,5.065824268,5.708955713,5.54555191,2.81547682,3.12606447,9.649040202
hB_RNA_7895,3.148003483,13.57453081,7.354377446,7.803861761,-1.770354586,3.540406845,1.840930606,10.58779293,8.372181212,5.44431632,-0.024210122,7.643121837,8.330676738,4.54513865,3.249145532,5.996837859,5.478392828,6.222634739,9.874925427,6.505617254,4.274833936,7.868807244,7.097286198,4.149850444,6.905548709,5.679783959,6.261865436,4.611854373,5.663599601,5.93253061,4.223819966,5.118602341,6.321891972,5.257835362,2.717418932,3.341472501,10.14950182
hB_RNA_9199,3.132960595,11.79118661,7.485194973,7.444662005,-0.808108603,6.597533409,4.13514543,10.76055202,8.445536305,5.729368946,1.634145775,8.13950326,8.770648141,5.028939394,4.91661833,6.568850725,5.901872208,6.799385616,9.925203721,7.031469298,3.92069325,8.901018272,6.048747829,4.784221296,7.15820156,6.102149342,6.876946429,4.86690245,5.343832177,6.892708202,3.456028973,5.527701978,5.449803904,5.992788899,1.694457136,2.803931437,9.588669219
hB_RNA_9201,3.99130162,12.50021494,7.183117546,7.953257528,-1.311197862,5.86417778,2.916221892,10.47811796,8.538097552,5.264557112,0.668003597,7.649044456,9.385408752,5.232227317,4.445786356,6.205546923,4.83763896,6.996447318,10.03453552,7.640242734,4.354593469,9.871579657,5.547903478,5.364558847,7.258537457,6.18298314,6.912939819,4.694362557,5.200983005,7.601179539,3.809662199,5.223667359,6.3915036,6.51129698,2.318722467,2.232723655,10.2176608
hB_RNA_10292,4.254187404,12.57987604,7.414830233,7.811062486,1.541454719,8.145395144,2.669740653,10.59021153,8.455260875,5.736130817,3.86378015,8.18226789,9.038147337,5.176587174,5.253528712,6.737893895,5.858748055,7.081503811,10.03628046,7.084799538,3.984037179,9.159519132,6.824253285,5.388740877,7.178474651,6.298040571,6.807684305,4.611904341,5.830556638,7.299597029,3.390852294,5.183415233,5.526789201,6.122353909,2.531274595,3.442084184,9.94034764
BM_22_231,3.936919126,11.79736927,7.460522531,8.012588718,1.838333511,7.813811394,2.015709569,10.27507181,8.530599909,5.616331016,3.466217237,7.743432596,9.038743905,4.736966421,4.87175551,6.889135194,6.048453759,6.776062632,9.748613127,6.66807235,4.395767061,8.883050474,6.390581888,4.983313412,7.461891266,6.414103017,6.67331408,4.458263408,5.67017933,6.90536407,3.24049432,5.343322998,5.69581216,6.106684491,3.037565368,3.373251675,9.659208671
BM_22_65,3.229606433,11.39866729,7.725478419,7.882326106,0.610906599,5.661296082,2.301860615,10.82470527,8.567659713,5.470633272,2.154973697,8.076110404,8.601617582,4.636436056,4.435093403,6.729704938,7.11163713,6.469122909,10.42636364,6.484792623,4.434186641,7.995843121,6.685702932,4.988076083,7.476158609,5.56446461,6.266392389,4.633038532,6.117601201,6.471978696,3.071094078,5.578849125,5.785687975,5.66496431,3.027519552,2.671600493,9.268785582
hB_RNA_9203,3.139337851,11.62071881,7.212541746,7.237145933,-1.267544909,6.964596352,2.849095833,9.720397759,8.277081258,5.12753156,1.460005216,7.219766143,8.515058533,4.072343491,4.078135227,6.260402746,6.815964701,6.21990943,9.887920552,6.218519212,4.390569898,7.745099134,7.320936013,4.365027803,7.220190027,5.622595397,6.070724356,3.850151224,6.113133549,6.347542323,2.939793925,5.371913104,4.982347898,5.397628708,3.426965444,3.257695065,8.622678583
BM_22_22,3.491369728,11.76980024,7.370398015,7.824578404,0.240924853,5.653920662,2.584141227,10.88954925,8.472090692,5.70168332,0.544772566,8.271165449,8.607663583,4.776713466,5.162632277,7.213541414,6.387370766,6.542018883,10.26837362,6.638522574,4.202567718,8.508367271,7.011787662,5.072471057,7.218347417,5.683948423,6.783130842,4.817613269,5.44830281,6.364124217,3.682653153,5.342126062,6.105735081,5.72416377,2.887642402,2.91710008,9.820643048
BM_22_181,3.781864498,12.30212749,7.331050769,8.21718964,2.515113398,7.053278214,1.922752945,11.46651248,8.657742299,5.619608914,3.92909744,8.440626227,8.872036079,4.712074025,4.127795707,6.412212984,5.385433079,7.148307776,10.34675259,7.015658653,4.520071363,9.427833883,6.363757219,5.003724849,6.901427864,5.891481192,6.969336591,5.519721637,5.530621196,7.046775616,4.047011696,5.226576751,6.649846612,5.800077201,3.881705278,3.013723786,10.67228864
BM_22_1111,3.763809052,12.35042196,7.316044831,7.500152395,1.951839479,7.027130994,2.150205986,10.576057,8.425258661,5.58609566,3.119195404,7.745239268,8.756591029,4.659042149,3.985254951,6.206938248,6.280324869,7.011727468,9.942614586,6.79772307,4.191396924,8.920428546,7.204169698,4.670639989,7.06852575,5.845293706,6.856056984,4.64985687,6.311673056,6.786150572,3.673433605,5.233904686,5.828372228,5.545926753,3.19071404,3.338962817,10.21523666
hB_RNA_9204,4.011553551,12.1324,7.538591558,7.778422918,1.571577898,8.264229551,2.456083984,10.00461139,8.572274395,5.412960154,2.953048712,8.084096202,8.800646247,4.812109639,3.887573949,6.200035741,6.449756592,6.743811888,10.00787731,6.664941912,4.55861438,8.698914557,6.718062752,4.726402273,7.227937225,5.755687744,6.295347766,4.477294601,5.785343996,6.951933273,2.729458861,5.497096161,5.453303891,5.659372387,3.375390567,3.024194955,9.568927956
hB_RNA_9205,4.107889255,12.4694103,7.368761395,7.866031391,2.062560567,8.643610466,3.763414386,10.52070834,8.473044769,5.839638749,4.003825825,8.210846056,8.883344708,5.06856316,5.01018332,6.64060666,6.543121708,7.008142089,10.02299072,6.941968931,4.538157468,9.387363326,6.303687969,5.061471408,7.390270603,6.096992105,6.950593209,4.573853636,5.719869057,6.917783387,3.524560437,5.391598046,5.761184646,5.918565711,2.566036171,3.422101452,9.792040138
hB_RNA_7795,4.142477845,12.50418286,7.530509929,7.877393583,1.023845968,6.623041201,2.56572762,10.80379981,8.363715289,5.242723522,2.627203645,8.272317124,8.929208258,4.705606327,3.294600126,5.963669543,6.582984365,7.388929577,10.00707088,7.158296798,4.055709561,9.191914124,6.947781952,4.940568959,7.09858803,5.360824968,6.799394361,4.967996691,6.133186796,6.582910715,3.037281935,5.502147473,6.443884812,5.630477344,3.2438912,3.213059741,10.0820414
BM_22_25,4.013362072,13.09176554,7.54129308,7.938540569,0.710981688,6.894530704,1.974917062,10.84747076,8.419897138,5.738602728,2.892771455,8.252391487,8.888910417,4.727802413,4.883293435,6.975296869,6.078842449,6.860914976,10.02084017,7.01409667,4.287732815,9.094164013,6.444277992,5.134407485,7.176811177,6.20918074,6.722088999,5.011421098,5.629315619,6.810554638,4.041544356,5.252088069,6.113723241,5.869879234,1.570776963,3.129794433,10.17383448
hB_RNA_9154,3.499207002,11.8587782,7.576493441,7.939139878,0.423507914,6.437315031,1.81795931,10.30033745,8.479102626,5.305212119,1.912146698,7.601642704,8.692831236,4.358370438,4.035727699,6.2705466,6.276820068,6.900014907,10.2722636,6.585186034,4.292132813,8.973072803,7.031490384,4.610949784,7.377412279,5.637729309,6.270343384,3.823313158,5.949184096,6.576846369,4.476033799,5.376789953,5.163153889,5.217263666,2.594329036,3.076620442,9.404384648
hB_RNA_9155,3.852434451,12.43421664,7.719876495,7.766935029,-0.214010789,5.966733849,5.338218099,11.18161957,8.448628501,5.936808074,2.372241089,7.833552093,8.819005387,5.185983122,4.889637021,7.048451855,6.699682934,6.739416435,10.83020571,7.75423916,4.147667643,8.64979254,6.78451832,5.266506357,7.255071636,5.982650632,7.090865252,5.1066467,6.256835228,6.929810554,3.630145986,5.444223111,5.504252593,6.238216872,2.784692978,2.928077828,9.750855988
hB_RNA_9156,4.040747202,12.22710377,7.506451578,7.96431602,1.524472969,7.622934359,3.083085839,10.99386113,8.369768389,6.090409158,3.039323333,8.31762871,8.840108536,5.007623148,5.419956032,6.989116859,6.434881301,6.651276237,10.19456529,6.75982405,4.484115845,8.944373077,6.870013036,5.099302899,7.205627,6.306487149,7.264562104,4.509704122,5.630989167,6.929303868,4.154979924,5.157523427,5.884751541,6.299618029,2.800750293,2.7342034,9.712046479
hB_RNA_9157,3.952612954,12.27800013,7.353993165,7.610715741,2.260901579,8.239292883,2.548563811,10.55082671,8.157530342,5.375085564,4.094184469,7.953791925,8.741737469,4.581363475,4.443038569,6.412029918,6.110490879,6.789749634,10.08039437,6.823981893,4.561158036,8.998909698,6.935789759,4.633965778,7.100078545,5.988235044,6.413678499,4.327592374,6.109407852,6.815071443,3.366183192,5.279884979,5.6024855,5.467014944,2.299503301,1.973751318,9.575528062
hB_RNA_7815,3.442270961,11.99050552,7.3916394,7.771125943,1.263709684,6.752666823,4.481483557,10.87505026,8.283440699,5.765967811,1.686335613,8.041200014,8.929829491,5.252434364,5.40618149,6.831281264,5.586449806,6.541591879,10.05418157,7.081568912,4.557397244,9.147597951,6.618866461,5.214775387,7.098522217,6.064979212,7.319740274,5.344935187,5.616368312,6.885460322,4.605961775,5.247546626,6.324124216,6.253576911,1.352997387,3.310647085,10.18927339
BM_22_116,3.458636652,12.23140208,7.446102317,7.514790258,-0.166677318,5.622289556,2.125036677,10.65505989,8.479417932,5.31732319,0.789892803,7.253523016,8.561192492,4.323547325,3.588581623,6.102122125,6.772117169,6.701937927,10.21051355,6.529929886,4.047103729,8.398846909,7.264656563,4.429508484,7.199527473,5.626069509,6.847137567,3.612946894,5.891696175,6.619548961,3.433303879,5.237933595,4.576648395,5.418434579,2.423488498,2.881470004,9.039855191
BM_22_199,3.407728242,12.31417696,7.34647424,7.645078586,3.366551937,8.840730836,2.58680462,10.56171879,8.377496291,5.690913755,5.467525652,7.679935958,8.62850743,4.407835966,4.40600297,6.488833894,6.531930539,6.635061193,10.03262481,6.832560613,4.396536454,8.645193304,6.879412582,4.722124954,7.169208036,6.194122655,6.850813975,4.019301571,5.687449225,6.853054559,3.663525663,4.976986636,5.211724016,5.603982477,2.214700062,1.999349883,9.449531313
BM_22_137,4.232717084,12.120151,7.701031965,8.051337879,1.837452832,9.106903096,2.23764853,10.45929393,8.57327637,5.628615639,-3.83501608,7.754787475,9.106283567,4.709591694,4.815984954,6.831719789,6.390392525,6.697773686,10.36572603,6.845204214,4.497897083,8.877500066,6.996647624,4.676742399,7.373923365,6.225946262,6.889481714,4.245328905,5.497173874,7.300774585,3.545446048,5.20403873,5.123448876,5.938140982,2.816691054,3.803210654,9.255731725
BM_22_136,3.640998913,10.97798755,7.575573035,7.635845423,0.323540414,7.695752711,2.664330186,10.32329196,8.504166902,5.27979817,3.029466309,7.439893014,8.677972474,4.362609183,4.70923354,6.440195968,6.515923062,6.639245892,10.14817859,6.682584778,4.272463771,9.040281853,6.978377348,4.475467336,7.444461808,5.769151359,6.548056827,4.352868,6.05855623,7.02591113,3.387205635,5.287526841,5.205614987,5.629451568,2.013198013,3.285270289,9.269379937
BM_22_151,3.300157569,11.73417995,7.611443113,7.793043891,-0.636678532,5.426873159,1.71916823,10.67168231,8.413009771,6.306041997,0.39016492,7.928563326,8.534111622,4.41020353,3.41057709,6.134689801,7.325395581,6.905094984,10.27581929,6.510234579,4.599402185,8.388924993,6.833551972,3.664238474,7.1699726,6.16419521,6.682704204,3.569363912,5.867606567,5.994963511,2.632540137,5.366186697,4.396989283,5.13579381,3.534990495,2.511888655,9.199071758
hB_RNA_7675,3.324820054,12.15044604,7.371349004,7.36745851,1.114160208,6.324792755,1.048987483,10.51004696,8.146971165,5.460887374,3.165228048,7.182590605,8.387390518,4.377933794,4.16938349,6.776298566,6.141131718,6.64304978,10.02867278,6.338294672,3.418082846,8.079400701,7.577822788,4.618737187,7.203487462,5.660025292,6.223779257,5.805092504,6.327119585,6.048882894,4.022163236,5.309744318,6.06869391,5.705351651,3.0877382,2.122662791,9.152608314
BM_22_125,3.960449021,14.04351129,7.134514037,7.884773285,-0.561956072,5.238437247,2.917941157,8.926419814,8.354171596,5.82681324,2.711153132,8.435992947,8.685980704,4.91329309,4.480660279,6.659482758,5.357316489,6.604495913,9.487705912,7.138628484,4.852136312,8.858720469,4.760531469,5.267861115,6.878015175,6.276563834,7.236479117,5.426272307,4.405804836,7.156699218,4.289426942,5.228889325,6.929497461,5.711951561,4.177700343,3.517117829,10.08388184
hB_RNA_9158,3.801780898,12.85346395,7.727448883,7.988533492,1.270739353,7.129323985,4.022924872,10.8423128,8.515189863,6.411909578,3.367895937,9.08672145,8.921652228,5.364725073,5.284148861,6.727208617,6.06606838,6.277855775,10.3776617,6.895077949,4.294318822,8.499154172,5.807215454,5.799762115,7.251127634,6.018938641,7.018955624,5.358472973,5.204920596,6.632854387,3.990299926,5.229242414,6.16357053,6.482944097,1.928136307,2.876302761,10.40472873
hB_RNA_7865,3.244739649,12.34329765,7.605315653,7.899653682,1.905911177,7.644849248,1.937212051,10.93080606,8.516069987,5.496821712,3.448701423,7.808324493,8.625168726,4.27459669,4.7791171,6.943346118,6.535895197,6.229384806,10.26220165,6.345403548,4.032540574,8.244684031,7.35289583,4.763246482,7.409559503,5.907596434,6.522574901,4.600627022,5.911266306,6.435432058,3.779789198,5.342814131,5.47252836,5.589093369,3.068183841,3.165446811,9.19853685
BM_22_124,2.940393951,11.08098195,7.412657564,7.521032742,-0.885126618,6.084421329,2.510864622,10.49242687,8.302473222,5.444591711,1.705565383,8.447302336,8.200227745,4.579078097,4.537192368,6.273265235,6.626269436,5.760356356,9.788541456,6.16441434,4.077736638,7.627025956,7.2110983,4.776737454,7.126211228,5.501279837,5.97471675,4.456762729,5.63613883,6.036440877,3.294856726,5.295717423,5.251000638,5.579056943,2.526202634,2.867094332,8.816689163
BM_22_161,3.47215331,12.48838279,7.68613622,7.916588685,0.457198573,5.280803231,3.250380102,10.35225813,8.613108428,5.861625686,1.720415706,7.924486245,8.846036276,4.991174638,4.762334579,6.623699849,6.065939299,6.575837904,10.16067897,6.996523244,4.800092577,8.856640367,5.787813142,5.18766674,7.343588361,5.919356886,7.021836246,5.251835977,4.628509668,7.109067941,3.501741154,5.274177656,6.114491889,6.221538518,1.740318798,2.992527961,9.640170756
hB_RNA_7725,2.650680957,13.22096504,7.287824807,7.85197957,0.70668196,6.120897739,0.812363161,10.40189994,8.391597566,5.503201616,1.953543596,6.983269308,8.267458709,4.120339721,3.497157094,6.247123229,6.746641073,6.307796006,10.00171639,5.983576869,3.590693301,7.470325496,7.531873273,4.566024591,7.214974552,5.608494038,6.386868555,4.295713698,6.075585019,5.967683294,4.165864135,5.352426174,5.752263007,5.334434976,3.567402494,3.444555179,9.135473245
BM_22_198,3.785153231,12.44849609,7.422158107,7.972683623,-0.027789599,6.06142119,2.271909332,10.7932692,8.378241464,6.070683682,3.21155477,7.97188854,8.812904579,4.94222023,5.23424498,7.11079179,6.648098423,6.884522198,10.08834835,6.75734432,4.313267111,8.818671463,6.8042289,5.093484404,7.224510055,6.349680817,7.039396686,4.400334905,5.821708891,7.003506468,3.505002363,5.311702422,5.393108979,5.939024151,2.737267792,2.853948299,9.850697255
hB_RNA_9159,3.566249488,12.80270879,7.44893247,8.215066379,2.762787535,8.559400343,2.716158604,10.63726412,8.25630683,5.653956724,4.010417144,7.77873184,9.142848765,4.79926022,4.17243332,6.6058848,6.18253017,7.400415877,10.1011243,7.155773822,4.055179121,9.505262036,6.445229055,4.974041106,7.45327055,6.146912891,6.99138007,4.739156278,5.697419397,7.171980366,3.652694711,5.182149802,6.092754446,6.272008249,2.914614721,3.320580684,10.23141252
BM_22_171,3.442300618,12.19690782,7.478150942,7.777572944,2.018481114,7.375207097,1.159398279,10.89778213,8.463264561,5.507679397,3.482339143,7.877125497,8.580201446,4.467551187,4.427915154,6.355975894,6.488410656,6.638558403,10.21580329,6.65714489,4.195245695,8.589124634,7.384515495,4.980403782,7.147639308,5.823706687,6.584518642,4.174794336,6.046790049,6.706089277,3.536845879,5.252533221,5.428385195,5.492050609,2.463606221,2.76298361,9.511901113
hB_RNA_9160,2.20233845,12.4389443,7.191796467,7.933403151,0.969603775,7.040811416,2.45491996,10.58179248,8.505468492,5.578832097,2.942032928,7.98828131,8.516633956,4.428110375,3.521996139,6.159257991,5.927064359,6.525340748,9.909715177,7.153322315,4.042341982,8.844599965,6.022571401,5.18280329,7.102823671,4.835197072,6.456936029,5.977464566,5.827965529,6.219742869,4.017778978,5.105875834,6.588560256,5.786450981,2.261564536,1.861249097,9.353800855
